"line" "CW" "DTA" "DTS" "DTT" "ED" "EH" "EL" "ELL" "ELW" "ERN" "EW" "KNPE" "KNPR" "KWPE" "LBT" "PH" "TBN" "TL"
"147" "MG_204_X_MG_1545" 40.33 63.9 64.96 62.87 5.05 113.97 20.68 91.52 10.48 15.27 267.59 634.38 40.79 227.42 4.87 298.78 11.54 36.23
"148" "MG_204_X_MG_1546" 38.82 66.11 68.25 64.7 4.92 120.83 21.3 86.51 10.65 15.99 255.38 634.9 39.63 214.94 5.16 280.78 16.31 36.4
"149" "MG_204_X_MG_1547" 36.62 65 66.6 63.23 4.85 125.97 19.58 86.1 10.18 14.94 247.55 594.33 39.42 205.68 4.43 301.52 15.57 36.62
"150" "MG_204_X_MG_1548" 40.39 65 66.05 63.42 5.11 102.68 19.27 89.78 11.19 13.82 255.24 564.09 39.82 214.41 4.15 238.06 17.5 34.71
"151" "MG_212_X_MG_1530" 36.4 62.05 64.22 60.67 4.47 99.23 19.7 85.11 9.75 13.34 206.78 542.64 39.56 183.11 4.96 268.11 16.68 37.26
"152" "MG_212_X_MG_1534" 43.25 66.66 68.25 65.25 5.02 118.38 19.68 83.78 10.13 14.73 248.86 604.66 40.3 217.93 4.67 281.61 14.62 33.24
"153" "MG_212_X_MG_1538" 54.08 74.02 77.15 72.41 4.8 140.49 20.84 96.1 10.39 14.18 236.91 572.88 39.82 196.18 5.3 324 15.84 40.31
"154" "MG_212_X_MG_1540" 43.71 66.84 68.8 64.88 4.74 123.7 19.42 90.75 9.91 13.94 222.39 557.89 39.3 183.63 6.33 279.21 16.39 36.2
"155" "MG_212_X_MG_1518" 35.05 65.37 68.98 63.78 4.53 118.55 19.55 85.89 10.03 12.74 215.71 526.36 39.9 175.45 4.72 283.11 15.63 38.63
"156" "MG_212_X_MG_1519" 40.67 66.84 68.25 65.44 5 115.85 18.78 83.8 9.89 15.67 255.15 611.9 39.12 204.59 5.26 273.28 14.46 35.69
"157" "MG_212_X_MG_1520" 39.17 66.47 68.62 64.7 4.97 129.61 17.19 85.18 10.22 15.93 217.11 591.48 37.71 181.56 5.21 288.39 17.89 35
"158" "MG_212_X_MG_1521" 39.25 66.66 68.25 65.44 4.92 110.35 19.71 84.95 10.21 15.51 232.67 626.63 40 204.27 4.64 270.4 12.53 37.05
"159" "MG_212_X_MG_1522" 39.79 65.55 66.97 64.15 4.92 99.44 19.1 85.19 9.82 12.77 230.87 512.14 38.93 197.93 5 237.24 15.51 33.55
"160" "MG_212_X_MG_1523" 44.89 66.29 68.43 64.33 5 94.48 20.48 83.22 10.46 14.03 239.51 600.53 41.37 208.8 4.05 249.79 19.86 33.66
"161" "MG_212_X_MG_1524" 44.97 66.66 68.07 65.44 4.86 126.17 19.27 81.23 11.26 13.58 230.06 521.71 38.02 184.52 6.13 284.98 13.64 31.3
"162" "MG_212_X_MG_1525" 44.96 67.76 70.81 66.35 4.72 117.99 20.86 91.88 10.51 13.1 237.64 537.99 39.67 186.08 5.74 274.2 16.5 36.04
"163" "MG_212_X_MG_1526" 43.55 66.11 67.7 64.88 5 101.35 18.88 86.52 10.76 14.06 227.49 563.02 39.13 199.21 4.33 245.39 19.85 33.92
"164" "MG_212_X_MG_1527" 44.45 65 67.15 63.78 4.9 127.58 18.94 88.79 9.68 15.39 232 596.65 38.81 198.66 4.12 291.97 14.66 33.61
"165" "MG_212_X_MG_1528" 36.56 65.55 66.42 64.15 5.03 102.86 17.58 90.81 10.41 15.45 232.39 589.67 38.38 199.56 4.52 258.26 12.31 34.33
"166" "MG_212_X_MG_1529" 34.54 63.53 65.14 62.13 4.68 113.88 17.98 80.39 9.47 13.58 202.78 537.99 38.84 176.89 4.31 261.76 13.8 33.5
"167" "MG_212_X_MG_1531" 33.94 69.6 72.46 68.19 4.68 117.51 18.15 83.65 9.79 14.09 194.29 548.84 38.62 175.73 5.68 253.25 19.38 32.02
"168" "MG_212_X_MG_1532" 41.35 67.21 69.17 66.35 4.95 122.5 19.22 88.59 10.5 12.77 225.37 562.54 41.85 193.31 4.49 266.22 19.76 35.15
"169" "MG_212_X_MG_1533" 46.32 66.84 68.25 65.8 4.41 110.01 19.6 83.9 10.56 15.15 244.7 590.71 38.88 198.47 6.39 253.81 14.26 34.26
"170" "MG_212_X_MG_1535" 37.07 67.21 68.07 65.44 4.67 110.86 18.94 88.21 10.27 14.55 229.38 564.61 38.58 191.73 4.93 252.04 15.73 34.59
"171" "MG_212_X_MG_1536" 32.45 65.18 65.87 63.6 5.1 100.98 17.48 84.32 9.57 16.95 216.87 631.54 38.02 192.66 4.29 248.72 17.93 33.24
"172" "MG_212_X_MG_1539" 43.32 70.71 74.11 69.47 4.93 129.83 17.88 91.55 10.24 15.27 216.48 580.11 38.11 180.01 5.31 267.02 19.87 33.92
"173" "MG_212_X_MG_1541" 46.88 70.89 72.46 69.47 4.71 153.02 17.74 92.9 10.18 13.37 217.61 490.95 36.6 164.69 5.7 316.85 17.38 40.06
"174" "MG_212_X_MG_1542" 39.72 68.31 69.53 67.09 4.98 117.29 17.8 87.94 10.23 16.35 239.46 604.66 37.75 199.81 4.96 292.49 13.34 38.29
"175" "MG_212_X_MG_1543" 36.24 66.29 68 65.59 4.95 113.24 17.46 85.35 10 15.01 236.01 544.72 37.02 195.93 5.32 273.36 14.8 37.48
"176" "MG_212_X_MG_1544" 37.21 65.92 67.15 64.88 4.92 109.8 17.63 87.84 9.99 15.21 233.55 584.25 38.47 195.82 4.74 278.52 13.52 36.99
"177" "MG_212_X_MG_1545" 38.89 64.82 66.05 63.23 4.81 106.55 19.56 86.24 9.86 14.79 240.87 582.7 39.03 200.53 4.63 272.97 10.74 37.29
"178" "MG_212_X_MG_1546" 38.61 66.66 68.25 65.44 4.82 111.2 19.72 82.98 10 15.63 243.85 604.4 38.77 198.34 5.28 272.07 12.79 39.33
"179" "MG_212_X_MG_1547" 37.48 64.63 66.42 63.42 4.9 111.05 19.36 82.91 9.81 15.39 238.67 644.72 41.07 210.23 4.05 279.22 14.66 35.33
"180" "MG_212_X_MG_1548" 49.15 65.18 66.42 63.97 5.2 100.03 20.12 89.02 10.86 15.51 258.32 644.2 40.87 224.27 5.86 235.3 17.71 33.89
"181" "MG_213_X_MG_1530" 34.79 60.95 63.67 59.38 4.64 86.38 20.51 89.97 9.82 14.99 215.46 564.09 37.85 186.95 4.1 275.17 14.18 42.72
"182" "MG_213_X_MG_1534" 46.58 66.11 66.79 64.52 5.32 110.2 22.43 98.85 10.69 16.53 288.64 761.01 44.35 253.78 5.72 299.26 11.65 40.57
"183" "MG_213_X_MG_1538" 50.45 72.35 76.05 70.48 4.94 131.08 20.21 105.33 10.95 15.09 246.22 507.26 35.33 187.95 4.38 316.94 16.74 45.5
"184" "MG_213_X_MG_1540" 44.58 66.84 68.07 63.97 4.72 118.34 20.64 99.74 10.27 14.79 226 572.62 38.54 186.69 6.25 293.81 14.26 39.47
"185" "MG_213_X_MG_1518" 37.47 65.37 67.52 63.6 4.77 114.8 21.44 95.75 10.95 13.46 237.11 609.31 43.01 201.16 3.98 283.29 12.53 43.03
"186" "MG_213_X_MG_1519" 41.37 65.74 66.79 64.33 5.18 111.39 20.09 94.64 10.2 17.43 268.36 718.11 41.07 223.86 5.73 285.43 13.19 40.01
"187" "MG_213_X_MG_1520" 43.5 65.74 68.25 63.42 5.31 113.16 20.24 97.25 10.66 17.64 272.7 765.41 42.68 226.87 4.98 291.89 16.13 39.14
"188" "MG_213_X_MG_1521" 45.59 67.21 68.43 65.8 5.23 108.21 20.75 99.72 10.82 16.47 279.9 644.2 39.38 223.66 5.49 305.14 10.07 42.97
"189" "MG_213_X_MG_1522" 44.3 66.84 67.15 64.33 5.15 98.22 20.39 98.87 10.5 15 266.87 624.04 40.77 210.64 4.13 271.41 12.79 39.81
"190" "MG_213_X_MG_1523" 43.59 67.03 68.8 64.7 5.06 98.09 19.99 94.21 10.72 15.39 243.32 612.16 39.56 202.64 4.16 261.22 18.26 39.49
"191" "MG_213_X_MG_1524" 39.52 67.95 68.98 66.9 4.93 126.24 20.23 94.76 11.27 15.51 250.6 622.75 39.86 206.29 4.63 301.04 13.16 36.84
"192" "MG_213_X_MG_1525" 46.26 68.87 72.28 67.45 4.9 111.03 22.26 100.03 10.06 15.33 241.61 647.56 41.33 206.34 5.82 285.75 15.96 42.93
"193" "MG_213_X_MG_1526" 40.54 66.71 68.98 65.54 5.19 106.13 20.21 99.31 10.78 15.78 250.11 632.72 39.83 212.8 5.45 272.38 16.94 39.49
"194" "MG_213_X_MG_1527" 38.29 66.29 68.62 64.15 5.1 120.42 19.19 99.95 10.21 17.34 246.56 702.87 40.49 210.43 4.86 301.5 14.11 40.47
"195" "MG_213_X_MG_1528" 40.06 66.66 67.33 64.7 5.05 93.22 19.88 91.8 10.35 16.47 239.43 670.56 40.46 208.91 4.81 270.4 9.48 39.99
"196" "MG_213_X_MG_1529" 36.41 64.08 65.69 62.68 4.93 108.95 19.43 91.75 10.09 14.3 216.63 553.49 38.27 186.35 4.61 285.97 10.77 38.66
"197" "MG_213_X_MG_1531" 38.4 69.6 70.63 68.37 5.09 118.89 19.79 97.64 10.45 15.99 242.28 641.62 39.9 208.36 5 291.36 18.07 37.82
"198" "MG_213_X_MG_1532" 43.43 69.05 71.36 68 5.06 119.18 19.81 97.54 10.88 13.58 245.52 604.66 42.39 202.98 4.02 286.81 18.63 38.57
"199" "MG_213_X_MG_1533" 45.45 66.47 67.88 65.25 5.43 114.96 21.36 97.59 11.28 17.19 301.17 715.79 41.37 252.69 4.03 284.72 12.09 38.5
"200" "MG_213_X_MG_1535" 33.6 67.03 68.62 64.33 4.89 106.74 19.11 95.98 11.06 15.75 237.31 576.75 37.3 190.43 4.9 270.72 11.54 38.05
"201" "MG_213_X_MG_1536" 34.65 65.55 67.15 64.33 4.96 109.19 20.14 96.05 10.05 16.83 257.43 685.81 40.61 213.53 4.41 282.95 16.02 41.68
"202" "MG_213_X_MG_1539" 45.19 71.26 73.74 69.65 5.12 128.81 18.46 101.3 10.58 17.04 242.2 633.61 38.08 181.1 4.65 296.89 16.5 39.42
"203" "MG_213_X_MG_1541" 42.9 72.18 73.74 70.57 4.94 141.21 20.1 104.4 10.4 14.85 247.14 587.35 39.22 192.68 4.08 321.37 16.97 43.97
"204" "MG_213_X_MG_1542" 42.26 67.21 68.43 65.62 5.2 111.53 20.85 103.19 10.71 17.31 279.94 705.19 40.69 232.54 5.77 305.78 14.77 45.29
"205" "MG_213_X_MG_1543" 51.8 65.92 66.97 64.7 5.59 111.52 21.09 99.96 10.73 18.32 315.22 773.68 41.96 262.85 5.39 301.39 15.23 44.04
"206" "MG_213_X_MG_1544" 35.59 65.37 66.6 63.6 5.24 102.42 18.12 99.68 10.65 17.67 259.25 675.47 38.99 211.3 5.23 290.2 14.77 44.38
"207" "MG_213_X_MG_1545" 40.77 64.63 66.24 63.05 5.13 105.16 20.47 96.58 10.06 16.35 261.56 702.61 42.08 217.25 4.85 298.91 10.15 42.9
"208" "MG_213_X_MG_1546" 46.37 66.29 69.17 64.7 5.19 103.01 20.95 96.31 9.99 17.19 266.57 712.17 41.06 222.39 5.55 289.3 12.13 44.03
"209" "MG_213_X_MG_1547" 41.06 64.08 64.96 62.87 5.1 108.89 20.87 94.72 10.01 16.47 258.11 699.25 41.67 220.8 4.25 294.25 12.68 41.17
"210" "MG_213_X_MG_1548" 41.97 64.26 65.5 62.32 5.14 88.5 20.31 99.71 11.25 14.67 265.41 597.94 40.09 220.03 4 255.59 14.54 40.97
"211" "MG_218_X_MG_1530" 40.03 61.69 65.14 60.3 4.75 97.44 19.9 92.75 10.46 16.2 230.47 616.29 38.45 190.89 4.61 275.06 14.48 41.42
"212" "MG_218_X_MG_1534" 45.44 67.58 68.8 66.54 5.18 129.88 21.28 96.2 10.82 17.07 272.26 758.17 43.25 237.98 4.7 298.79 11.36 38.52
"213" "MG_218_X_MG_1538" 57.66 75.5 76.71 73.87 4.86 152.64 22.31 98.71 10.38 15.51 261.06 670.56 41.97 202.28 5.44 320.59 15.59 43.11
"214" "MG_218_X_MG_1540" 40.76 69.97 72.09 67.45 4.72 140.26 21.8 98.19 10.31 15.03 220.96 614.48 40.31 182.57 5.93 291.14 13.8 39.36
"215" "MG_218_X_MG_1518" 42.79 67.76 71.54 66.35 4.98 142.94 21.06 94.11 10.89 15.27 240.16 679.87 42.97 203.67 4.57 301.07 11.51 39.98
"216" "MG_218_X_MG_1519" 40.73 67.39 69.53 66.17 5.2 124.54 19.62 90.91 10.17 17.89 261.8 711.39 40.11 220.06 6.13 287.74 13.08 38.43
"217" "MG_218_X_MG_1520" 39.23 66.47 69.9 64.52 4.96 141.35 19.6 93.23 10.18 16.95 227.7 668.49 39.63 193.02 6.06 295.86 13.65 37.35
"218" "MG_218_X_MG_1521" 43.76 67.95 69.17 66.9 5.15 124.58 21.34 95.37 10.73 15.69 261.33 647.05 40.7 227.06 5.6 299.26 8.9 38.22
"219" "MG_218_X_MG_1522" 50.94 67.58 68.07 65.99 5.37 117.06 20.43 95.55 10.11 16.47 283.97 663.84 40.16 231.78 5.32 258.69 12.13 36.36
"220" "MG_218_X_MG_1523" 39.26 67.95 70.45 66.17 4.94 112.31 19.8 91.05 10.56 15.27 240.06 612.67 39.67 199.82 4.89 265.24 15.62 36.57
"221" "MG_218_X_MG_1524" 43.85 69.6 71.73 68.55 5.09 154.23 20.52 92.11 10.9 16.35 255.66 636.45 39.17 210.54 5.4 309.67 14.26 33.33
"222" "MG_218_X_MG_1525" 53 72.37 75.57 70.94 5.04 131.28 23.18 102.71 10.16 15.03 241.85 642.91 41.66 204.81 5.33 287.77 13.27 39.33
"223" "MG_218_X_MG_1526" 42.53 67.95 68.98 66.17 5.32 116.29 20.83 95.82 11.05 16.89 266.25 688.65 40.59 224.41 4.58 264.85 16.52 38.71
"224" "MG_218_X_MG_1527" 43.72 68.13 69.17 66.54 5.12 137.9 19.74 93.93 10.03 17.4 262.17 676.51 39.42 211.15 6.46 300.9 10.07 38.24
"225" "MG_218_X_MG_1528" 40.39 67.39 68.62 65.44 5.29 114.73 18.82 90.38 10.45 17.7 244.09 666.69 38.61 207.86 5.03 271.05 9.41 36.05
"226" "MG_218_X_MG_1529" 32.11 63.34 64.59 62.32 4.77 124.96 19.57 89.04 9.83 15.51 223.36 629.21 40.12 194.16 4.57 278.61 8.79 35.09
"227" "MG_218_X_MG_1531" 42.87 71.63 72.09 70.02 5.18 136.19 20.1 88.89 10.44 15.75 260.7 685.55 42.34 219.71 5.18 281.06 18.48 36.15
"228" "MG_218_X_MG_1532" 40.18 71.81 73.74 70.57 5.03 146.68 18.17 93.31 10.46 13.7 217.85 563.06 40.01 183.92 4.95 295.83 14.96 35.21
"229" "MG_218_X_MG_1533" 55.35 68.31 70.26 67.09 5.4 128.69 20.78 90.9 10.84 16.95 287.5 684 40.31 224.48 6.15 265.61 12.02 35.96
"230" "MG_218_X_MG_1535" 41.27 67.95 68.62 66.72 4.97 125.53 21.1 92.95 10.73 15.51 258.34 632.31 40.31 215.53 5.97 279.21 11.36 35.62
"231" "MG_218_X_MG_1536" 31.16 66.66 67.7 65.62 4.96 122.04 19.13 92.1 9.77 18.16 221.89 672.63 38.2 197.38 6.28 275.51 14.22 37.86
"232" "MG_218_X_MG_1539" 55 74.58 76.85 72.77 5.27 154.39 20.99 104.29 10.38 16.83 253.72 715.01 41.79 212.59 4.92 311.15 16.2 39.39
"233" "MG_218_X_MG_1541" 42.08 71.8 74.02 70.46 4.82 168.23 18.73 98.31 10.01 15.51 235.77 583.21 38.02 183.01 4.76 340.38 17.05 41.29
"234" "MG_218_X_MG_1542" 41.92 68.13 69.9 66.9 5.24 135.91 20.4 92.63 11.35 19 274.81 777.29 41.1 238.38 5.28 313.79 12.42 40.5
"235" "MG_218_X_MG_1543" 40.33 66.29 68 64.92 5.01 128.29 18.73 92.8 11.03 17.68 263.4 671.57 38.89 196.32 5.74 301.59 12.6 40.96
"236" "MG_218_X_MG_1544" 39.17 66.11 67.7 65.25 5.24 125.43 19.25 95.53 10.51 18.94 263.64 746.28 40.03 217.67 5.34 299.12 11.88 41.56
"237" "MG_218_X_MG_1545" 37.47 67.39 68.07 65.99 5.03 123.29 19.75 92.71 10.25 16.11 239.96 629.47 39.22 203.88 5.96 300.74 9.27 39.4
"238" "MG_218_X_MG_1546" 50.98 68.68 69.9 66.9 5.27 124.36 21.81 90.97 10.49 17.43 275 725.87 41.33 231.4 6.53 294.01 11.62 41.76
"239" "MG_218_X_MG_1547" 37.48 66.11 67.52 64.33 5 130.82 20.14 89.83 9.86 16.53 245.78 674.7 40.61 202.99 4.87 306.72 11.62 37.6
"240" "MG_218_X_MG_1548" 46.25 67.03 69.9 65.25 5.22 129.42 21.17 94.77 10.76 17.07 260.14 717.86 41.52 224.31 5.97 278.02 13.25 36.6
"241" "MG_219_X_MG_1530" 35.08 61.13 64.77 59.75 4.54 94.32 19.43 92.02 10.09 15.15 212.54 564.86 37.6 181.94 4.04 269.09 12.9 44.33
"242" "MG_219_X_MG_1534" 45.37 66.11 66.97 64.7 4.97 103.93 20.84 99.38 11.38 15.75 268.37 679.87 42.12 233.86 4.01 288.22 10.33 40.33
"243" "MG_219_X_MG_1538" 51.87 73.66 77.6 72.04 4.59 145.67 22.73 107.42 11.07 14.91 234.55 604.66 39.97 193.98 4.89 327.77 16.61 47.32
"244" "MG_219_X_MG_1540" 43.66 68.5 69.35 66.17 4.57 130.4 20.91 98.28 10.63 14.43 222.82 609.31 41.02 186.31 5.47 287.81 11.91 45.4
"245" "MG_219_X_MG_1518" 38.14 65.92 68.25 64.7 4.61 118.55 21.41 99.16 11.14 13.26 234.45 604.66 43.16 199.97 4.07 278.79 11.54 49.86
"246" "MG_219_X_MG_1519" 42.98 66.47 66.97 65.25 4.99 112.38 20.24 93.53 10.89 16.59 257.21 717.6 42.38 220.97 4.94 275.05 12.13 43.2
"247" "MG_219_X_MG_1520" 36.52 66.29 68.8 64.52 4.74 137.46 18.14 97.55 10.85 16.47 218.34 645.75 39.4 178.87 5.11 305.51 13.78 41.85
"248" "MG_219_X_MG_1521" 45.86 67.76 68.8 66.72 4.7 119.09 20.65 98.24 11.19 14.24 231.3 534.89 37.58 188.54 4.1 297.07 8.13 44.44
"249" "MG_219_X_MG_1522" 44.47 65.74 66.97 63.97 4.94 104.52 19.92 100.52 10.43 14.18 248.77 569.26 39.48 208.24 4.36 259.96 10.26 43.66
"250" "MG_219_X_MG_1523" 40.68 65.18 66.79 63.6 4.78 107 19.25 94.49 11.07 15.39 239.85 621.72 40.05 198.67 3.98 266.81 15.4 43.77
"251" "MG_219_X_MG_1524" 41.76 68.68 69.53 67.45 4.62 137.63 19.37 93.9 11.52 15.15 222.25 616.55 40.16 185.72 4.86 299.1 12.9 36.41
"252" "MG_219_X_MG_1525" 49.13 71.26 74.29 70.02 4.83 120.02 21.95 105.72 10.64 14.43 248.72 619.65 41.61 198.92 5.43 292.71 15.32 46.1
"253" "MG_219_X_MG_1526" 42.88 66.84 68.07 65.62 5.06 113.23 18.88 96.93 11.2 15.27 242.02 592.26 38.81 204.46 3.95 268.3 15.59 42.48
"254" "MG_219_X_MG_1527" 40.27 66.84 68.07 65.8 4.82 122.93 18.64 99.58 10.6 15.75 233.33 627.92 39.78 200.9 4.48 290.14 10.44 40.28
"255" "MG_219_X_MG_1528" 38.13 66.66 67.33 65.07 4.89 108.18 20.4 94.47 10.91 17.19 248.82 709.59 41.06 208.22 4.54 273.99 9.01 42.21
"256" "MG_219_X_MG_1529" 37.4 62.79 64.77 61.58 4.6 122.56 18.91 93.54 10.18 14.3 216.46 560.21 38.81 182.81 3.99 280.89 9.82 41.32
"257" "MG_219_X_MG_1531" 38.55 68.87 68.98 67.82 4.77 118.05 19.03 91.8 10.73 14.79 220.86 583.47 39.15 189.4 5.08 272.12 16.2 38.92
"258" "MG_219_X_MG_1532" 40.16 68.5 70.08 67.45 4.9 122.44 18.1 96.03 10.89 13.58 225.01 579.59 41.1 194.48 5.27 278.55 13.67 39.13
"259" "MG_219_X_MG_1533" 46.1 68.13 68.62 66.9 4.96 116.76 20.33 94.06 11.71 15.51 251.6 632.57 40.39 208.18 5.7 271.78 11.8 41.81
"260" "MG_219_X_MG_1535" 37.23 67.03 67.33 65.8 4.77 114.9 20.45 99.22 11.4 15.15 246.84 639.81 41.29 208.67 4.35 263.51 11.76 41.26
"261" "MG_219_X_MG_1536" 32.71 65.92 67.15 64.88 4.77 108.22 19.87 96.52 10.18 17.43 237.18 706.23 40.58 203.83 4.03 270.22 13.34 43.3
"262" "MG_219_X_MG_1539" 53.4 73.1 75.75 71.67 5.01 141.85 20.26 105.46 10.53 15.15 236.35 628.7 40.73 200.7 4.57 297.09 14.92 43.42
"263" "MG_219_X_MG_1541" 37.92 73.29 75.14 72.04 4.54 157.76 17.75 106.86 10.63 13.61 203.22 511.11 37.27 169.15 4.52 336.7 13.12 45.77
"264" "MG_219_X_MG_1542" 38.94 67.03 67.88 65.99 4.92 118.56 19.68 98.63 11.42 17.07 258.81 676.51 39.86 217.38 5.39 297.73 11.4 45.82
"265" "MG_219_X_MG_1543" 43.04 68.13 69.53 66.54 5.3 113.45 19.7 100.22 10.99 16.72 261.46 711.82 41.7 225.12 4.01 288.57 10.02 43.89
"266" "MG_219_X_MG_1544" 40.47 64.82 65.69 63.23 4.98 113.34 19.8 100.5 11.2 16.59 259.68 694.6 41.29 222.88 4.22 289.99 10.11 46.56
"267" "MG_219_X_MG_1545" 40.05 66.47 67.52 65.07 4.77 115 20.31 97.11 9.96 15.75 242.65 648.85 40.69 208.45 4.13 291.63 8.35 45.77
"268" "MG_219_X_MG_1546" 48.56 67.58 68.25 66.35 4.94 111.76 21.15 95.2 11.09 16.23 266.33 666.69 40.69 220.06 5.33 287.83 11.4 44.86
"269" "MG_219_X_MG_1547" 41.37 65.92 66.97 64.88 4.75 119.17 19.97 93.39 10.31 14.79 250.47 605.95 40.31 204.5 4.5 292.79 9.52 42.2
"270" "MG_219_X_MG_1548" 40.18 65.55 67.15 64.33 4.98 101.62 18.82 99.61 11.29 15.75 244.15 624.3 39.55 209.23 4.04 254.18 10.95 42.27
"271" "MG_220_X_MG_1530" 35.08 62.42 63.49 60.67 4.5 98.03 20.65 89.84 10.4 13.82 206.92 540.31 38.55 181.29 4.73 267.2 15.32 42.79
"272" "MG_220_X_MG_1534" 46.76 66.84 68.07 65.62 5 121.32 22.15 97.29 11.26 14.79 280.11 648.85 42.39 232.39 5.61 303.39 12.17 40.4
"273" "MG_220_X_MG_1538" 46.95 72.37 74.66 70.39 4.73 130.53 21.76 99.07 10.74 14.3 245.49 583.99 40.05 190.2 5.04 314.52 15.14 45.23
"274" "MG_220_X_MG_1540" 51.1 68.13 69.53 65.62 4.68 130.82 21.88 98.18 10.31 13.82 237.83 564.86 39.9 192.05 6.65 296.1 13.3 42.75
"275" "MG_220_X_MG_1518" 37.84 66.11 68.25 64.88 4.81 121.82 21.94 96.14 10.82 12.38 254.9 563.83 42.83 214.69 4.38 293.9 11.47 44.56
"276" "MG_220_X_MG_1519" 41.63 66.66 67.7 65.44 4.98 120.45 20.25 91.62 10.79 15.51 256.48 618.62 39.67 209.91 6.25 294.28 14 41.95
"277" "MG_220_X_MG_1520" 39.21 67.39 68.8 65.25 4.9 140.56 19.96 92.84 10.41 15.39 246.57 633.09 40.39 201.94 5.24 298.95 14.29 39.55
"278" "MG_220_X_MG_1521" 44.01 68.5 68.62 67.27 4.92 124.39 20.67 98.18 11.14 14.18 267 569.77 39.48 211.79 4.64 304.84 10.26 41.74
"279" "MG_220_X_MG_1522" 47.53 67.58 67.52 65.99 5 113.61 21.86 98.89 10.38 14.06 271.97 593.03 40.91 220.78 4.97 269.67 13.78 41.12
"280" "MG_220_X_MG_1523" 40.07 67.58 67.88 65.07 4.86 109.1 20.17 90.18 10.75 14.3 230.27 576.75 39.6 188.39 4.22 263.58 18.33 39.7
"281" "MG_220_X_MG_1524" 42.19 68.13 68.43 67.09 4.87 135.83 20.58 92.89 11.22 14.3 250.36 585.54 40.09 201.96 5.32 299.91 14.55 37.13
"282" "MG_220_X_MG_1525" 53.58 70.16 71.73 68.37 5.01 131.67 23.07 103.06 10.37 14.55 268.43 598.46 40.27 210.4 6.75 297.43 15.1 41.94
"283" "MG_220_X_MG_1526" 44.34 68.31 68.98 66.17 5.07 118.06 20.56 98.12 11.24 14.79 259.01 602.6 40.12 208.04 4.03 269.5 18.15 40.89
"284" "MG_220_X_MG_1527" 39.55 66.47 68.07 64.88 4.97 133.45 19.1 98.3 9.98 15.87 248.56 611.38 38.69 198.43 5.33 306.74 11.07 39.62
"285" "MG_220_X_MG_1528" 40.22 66.84 66.97 64.7 4.92 107.47 20.4 96.6 10.9 15.99 250.29 639.29 39.86 218.75 5.12 271.77 10.99 39.77
"286" "MG_220_X_MG_1529" 38.12 64.08 64.22 62.87 4.78 123.56 19.77 91.27 10.21 14.43 226.24 560.47 38.58 192.16 5.21 288.36 9.78 38.55
"287" "MG_220_X_MG_1531" 42.28 71.08 72.09 69.84 4.96 121.46 20.31 92.24 10.03 14.55 240.35 589.93 39.86 207.52 4.71 275.31 17.08 37.54
"288" "MG_220_X_MG_1532" 48.31 69.42 70.08 68.19 5.08 129.04 21 97.86 10.7 12.98 266.92 598.2 43.51 219.09 3.98 296.19 17.89 40.49
"289" "MG_220_X_MG_1533" 47.71 67.76 68.07 66.72 4.97 115.88 20.84 93.64 11.77 14.55 258.7 572.88 39.13 206.95 4.86 274.9 12.24 39.59
"290" "MG_220_X_MG_1535" 35.66 67.76 68.25 66.54 4.7 124.07 20.06 95.91 10.72 13.58 241.35 537.73 38.69 200.19 5.46 274.38 11.98 39.57
"291" "MG_220_X_MG_1536" 33.07 66.29 67.15 64.52 4.8 117.36 19.22 93.62 10.04 15.87 243.81 628.18 39.56 206.27 4.03 276.75 15.91 40.34
"292" "MG_220_X_MG_1539" 50.68 71.63 73.74 70.2 4.99 146.02 21.23 106.14 10.48 14.91 253.2 605.18 40.09 200.97 5.41 302.52 19.32 39.73
"293" "MG_220_X_MG_1541" 39.77 73.1 73.57 71.49 4.7 163.21 18.59 99.72 10.22 13.88 233.6 513.95 37.07 173.81 4.7 334.47 16.83 43.82
"294" "MG_220_X_MG_1542" 40.25 66.84 67.7 65.8 4.98 126.24 20.16 97.94 11.2 16.47 253.72 651.7 39.71 212.48 6.09 308.85 12.83 44.41
"295" "MG_220_X_MG_1543" 46.36 67.39 68.07 65.8 5.16 121.9 20.52 99.97 11.09 17.19 290.35 704.42 40.84 231.29 5.02 300.94 14.63 43.53
"296" "MG_220_X_MG_1544" 39.95 66.11 66.79 64.52 5 116.62 20.1 95.79 10.81 16.71 258.54 659.45 39.56 217.73 6.06 294.58 14.77 45.51
"297" "MG_220_X_MG_1545" 38.37 64.63 65.32 63.23 4.35 121.49 20.56 95.9 10.26 14.3 253.38 602.08 40.91 211.32 4.19 297.51 10.48 42.14
"298" "MG_220_X_MG_1546" 51.54 68.5 69.35 67.09 5.12 119.65 21.63 93.07 10.36 15.03 274.95 620.94 40.58 229.33 5.64 288.76 12.64 42.8
"299" "MG_220_X_MG_1547" 40.04 65.92 66.05 63.42 4.99 117.59 20.69 91.54 10.03 15.59 262.18 611.12 39.2 221.28 5.46 287.67 12.94 41.71
"300" "MG_220_X_MG_1548" 41.76 67.21 68.43 65.44 4.89 98.25 21.24 98.68 11.38 13.82 262.3 576.24 40.5 212.76 5.22 246.41 15.54 40.68
"301" "MG_233_X_MG_1530" 33.84 62.05 64.22 60.48 4.48 100.46 20.37 87.21 10.06 13.82 206.01 566.41 39.94 182.34 4.89 270.45 18.59 36.14
